Date,Description,Original Description,Category,Amount,Status
2025-03-13,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-9.99,Posted
2025-03-13,"Carts Chairs Smartecart","Carts/Chairs SmarteCart  Houston      TX",Business Services,-7.00,Posted
2025-03-13,"Smarte Carte","Carts MCO SmarteCarte    Orlando      FL",Travel,-7.00,Posted
2025-03-13,"Prime Video","Prime Video *UB6Z73LF3   888-802-3080 WA",Television,-3.99,Posted
2025-03-12,"Frontier Airlines","FRONTIER AI GFLZMG       720-3744390  CO",Air Travel,-61.00,Posted
2025-03-12,"Checkout","CHECKOUT #74             KATY         TX",Gas,-31.38,Posted
2025-03-12,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-03-12,"7-Eleven via DoorDash","DD *DOORDASH 7-ELEVENB   SAN FRANCISCOCA",Fast Food,10.86,Posted
2025-03-12,"Defense Finance and Accounting Service","DFAS-IN  IND, IN ARMY RC    ***********4858",Paycheck,26.54,Posted
2025-03-11,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********3314",Babysitter & Daycare,-255.00,Posted
2025-03-11,"DoorDash","DD *DOORDASH CVS         855-973-1040 CA",Food & Dining,-73.71,Posted
2025-03-11,"7-Eleven via DoorDash","DD *DOORDASH 7-ELEVENB   DOORDASH.COM/CA",Food & Dining,-27.21,Posted
2025-03-11,"Medieval Times","Medieval Times           Irving       TX",Restaurants,-26.88,Posted
2025-03-10,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-2.00,Posted
2025-03-10,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-74.99,Posted
2025-03-10,"Medieval Times","Medieval Times           Irving       TX",Restaurants,-63.20,Posted
2025-03-10,"Medieval Times","Medieval Times           Irving       TX",Restaurants,-63.00,Posted
2025-03-10,"Walt Disney World","WDW CREATIONS SHOP       LAKE BUENA VIFL",Amusement,-53.25,Posted
2025-03-10,"McDonald's","MCDONALD'S F3896         ORLANDO      FL",Fast Food,-50.22,Posted
2025-03-10,"Chick-fil-A","CHICK-FIL-A #01537       KISSIMMEE    FL",Fast Food,-47.53,Posted
2025-03-10,"Publix","PUBLIX #551              KISSIMMEE    FL",Groceries,-41.15,Posted
2025-03-10,"University Parking","UNIV PARKING 01400040    ORLANDO      FL",Parking,-32.00,Posted
2025-03-10,"Walt Disney World","WDW MAGNOLIATERRACE      LAKE BUENA VIFL",Amusement,-27.00,Posted
2025-03-10,"Walt Disney World","WDW MISSION  SPACE       LAKE BUENA VIFL",Amusement,-24.75,Posted
2025-03-10,"Medallion Mint","CTLP*Medallion Mint LL   CHICKASHA    OK",Fast Food,-20.00,Posted
2025-03-10,"Medallion Mint","CTLP*Medallion Mint LL   CHICKASHA    OK",Fast Food,-20.00,Posted
2025-03-10,"Japan Pavili Epcot Lake Buena Vifl","JAPAN PAVILION AT EPCOT  LAKE BUENA VIFL",Shopping,-18.05,Posted
2025-03-10,"Uioa Circus Vend","UIOA CIRCUS VEND 090155  ORLANDO      FL",Fast Food,-16.50,Posted
2025-03-10,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-15.00,Posted
2025-03-10,"Walt Disney World","WDW MISSION  SPACE       LAKE BUENA VIFL",Amusement,-13.50,Posted
2025-03-10,"Walt Disney World","WDW TREASUREXANDAR       LAKE BUENA VIFL",Amusement,-12.78,Posted
2025-03-10,"Lost Continent","LOST CONTINENT00901959   ORLANDO      FL",Fast Food,-12.25,Posted
2025-03-10,"Jurassic Beer","JURASSIC BEER 00901850   ORLANDO      FL",Alcohol & Bars,-11.99,Posted
2025-03-10,"Hub Cart","HUB CART (239)00204396   ORLANDO      FL",Shopping,-10.65,Posted
2025-03-10,"Venuplus Inc","CTLP*Venuplus Inc        ORLANDO      FL",Fast Food,-5.00,Posted
2025-03-10,"Venuplus Inc","CTLP*Venuplus Inc        ORLANDO      FL",Fast Food,-5.00,Posted
2025-03-10,"Venuplus Inc","CTLP*Venuplus Inc        ORLANDO      FL",Fast Food,-5.00,Posted
2025-03-10,"Venuplus Inc","CTLP*Venuplus Inc        ORLANDO      FL",Fast Food,-5.00,Posted
2025-03-10,"Venuplus Inc","CTLP*Venuplus Inc        ORLANDO      FL",Fast Food,-4.00,Posted
2025-03-10,"Crunchyroll","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Movies & Dvds,-3.15,Posted
2025-03-10,"Venuplus Inc","CTLP*Venuplus Inc        ORLANDO      FL",Fast Food,-3.00,Posted
2025-03-10,"Walt Disney World","WDW MISSION  SPACE       LAKE BUENA VIFL",Amusement,-2.25,Posted
2025-03-10,"Defense Finance and Accounting Service","DFAS-IN  IND, IN ARMY RC    ***********4858",Paycheck,173.41,Posted
2025-03-07,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-12.20,Posted
2025-03-07,"Amazon","AMAZON MKTPL*NJ19A4K73   Amzn.com/billWA",Shopping,-90.49,Posted
2025-03-07,"7-Eleven","7-ELEVEN                 Orlando      FL",Gas,-20.98,Posted
2025-03-07,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-17.95,Posted
2025-03-07,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-17.17,Posted
2025-03-06,"Zelle Transfer to Hl Construction","Zelle: Hl Construction",Transfer,-350.00,Posted
2025-03-06,"Kohls Katy West","KOHLS KATY WEST          KATY         TX",Shopping,-166.21,Posted
2025-03-06,"McDonald's","MCDONALD'S F35856        KATY         TX",Fast Food,-26.60,Posted
2025-03-06,"Amazon","Amazon.com*HU80Y61P3     Amzn.com/billWA",Shopping,-16.45,Posted
2025-03-06,"Py Hteao","PY *HTEAO KATY           KATY         TX",Fast Food,-14.64,Posted
2025-03-06,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-7.99,Posted
2025-03-06,"Humble Grounds Coff","TST*HUMBLE GROUNDS COFF  Katy         TX",Groceries,-7.31,Posted
2025-03-05,"Gexa Energy Electric","GEXA ENERGY      ELECTRIC   ***********9282",Utilities,-233.27,Posted
2025-03-05,"Affirm","AFFIRM INC       AFFIRM PAY ***********6725",Financial,-75.88,Posted
2025-03-05,"Amazon","Amazon.com*W561D6KT3     Amzn.com/billWA",Shopping,-101.88,Posted
2025-03-05,"Domino's","DOMINO'S 6740            734-930-3030 TX",Fast Food,-42.37,Posted
2025-03-05,"Shell","SHELL SERVICE STATION    KATY         TX",Gas,-40.79,Posted
2025-03-05,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2025-03-05,"H-E-B","H-E-B #797               KATY         TX",Groceries,-16.00,Posted
2025-03-05,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-15.00,Posted
2025-03-05,"Py Hteao","PY *HTEAO KATY           KATY         TX",Fast Food,-3.67,Posted
2025-03-05,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2025-03-04,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********5795",Babysitter & Daycare,-255.00,Posted
2025-03-04,"TD Bank","TD BANK          PAYMENT    ***********RILL",Transfer,-44.21,Posted
2025-03-04,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-16",Investments,-40.00,Posted
2025-03-04,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-15",Investments,-30.00,Posted
2025-03-04,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********31-3",Investments,-20.00,Posted
2025-03-04,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-15.00,Posted
2025-03-04,"Sport Clips","SPORT CLIPS HAIRCUTS     KATY         TX",Hair,-56.00,Posted
2025-03-04,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-27.52,Posted
2025-03-04,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-16.91,Posted
2025-03-04,"Jack in the Box","JACK IN THE BOX 3941     KATY         TX",Fast Food,-13.63,Posted
2025-03-03,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2025-03-03,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********82-5",Investments,-361.50,Posted
2025-03-03,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********0140",Financial,-274.25,Posted
2025-03-03,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0256",Home Improvement,-200.00,Posted
2025-03-03,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-24.99,Posted
2025-03-03,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2025-03-03,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-126.21,Posted
2025-03-03,"Sonic","SONIC DRIVE-IN           KATY         TX",Fast Food,-55.86,Posted
2025-03-03,"McDonald's","MCDONALD'S F40619        KATY         TX",Fast Food,-26.55,Posted
2025-03-03,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-19.99,Posted
2025-03-03,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2025-03-03,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-03-03,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-7.00,Posted
2025-02-28,"Capital One","CAPITAL ONE      TRANSFER   ***********60C5",Transfer,-420.00,Posted
2025-02-28,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-89.08,Posted
2025-02-28,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-23.98,Posted
2025-02-28,"YouTube Premium","Google YouTubePremium    650-2530000  CA",Entertainment,-22.99,Posted
2025-02-28,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2025-02-27,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH DR ***********7098",Utilities,-50.00,Posted
2025-02-27,"Yellowdig.com","WWW.YELLOWDIG.COM        WWW.YELLOWDIGPA",Electronics & Software,-14.95,Posted
2025-02-27,"Samsung","Samsung                  800-7267864  NJ",Electronics & Software,-13.40,Posted
2025-02-27,"Crunchyroll","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Movies & Dvds,-8.62,Posted
2025-02-27,"Alkami Technolog Direct Deposit","ALKAMI TECHNOLOG DIRECT DEP ***********6Y54",Paycheck,5321.21,Posted
2025-02-27,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,708.38,Posted
2025-02-26,"Sunnova Solar","SUNNOVA          SOLAR      ***********5406",Utilities,-125.24,Posted
2025-02-26,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-15.56,Posted
2025-02-26,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-14.57,Posted
2025-02-25,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********2357",Babysitter & Daycare,-255.00,Posted
2025-02-25,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-42.89,Posted
2025-02-25,"In-N-Out Burger","IN-N-OUT KATY            KATY         TX",Fast Food,-31.50,Posted
2025-02-25,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-11.95,Posted
2025-02-24,"PayPal Purchase","PAYPAL           INST XFER  ***********PHOT",Uncategorized,-281.45,Posted
2025-02-24,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-232.08,Posted
2025-02-24,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-130.00,Posted
2025-02-24,"Zelle Transfer to Itziar","Zelle: Itziar",Transfer,-108.00,Posted
2025-02-24,"DoorDash","DD *DOORDASH PINCHOBUR   855-973-1040 CA",Food & Dining,-35.40,Posted
2025-02-24,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-16.74,Posted
2025-02-24,"Etsy","ETSY  INC.               BROOKLYN     NY",Shopping,-5.92,Posted
2025-02-24,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-2.99,Posted
2025-02-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-157.00,Posted
2025-02-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-118.00,Posted
2025-02-21,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-3.00,Posted
2025-02-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2025-02-21,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-24.63,Posted
2025-02-20,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-100.00,Posted
2025-02-20,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-02-20,"H-E-B","H-E-B #797               KATY         TX",Groceries,-48.18,Posted
2025-02-20,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-6.47,Posted
2025-02-20,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-2.15,Posted
2025-02-20,"Amazon","AMZN Digital*CO68V6LJ3   888-802-3080 WA",Entertainment,-1.99,Posted
2025-02-19,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********7360",Babysitter & Daycare,-255.00,Posted
2025-02-19,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2025-02-19,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-42.35,Posted
2025-02-19,"Checkout","CHECKOUT #74             KATY         TX",Gas,-26.44,Posted
2025-02-19,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-21.94,Posted
2025-02-19,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-21.17,Posted
2025-02-19,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-11.17,Posted
2025-02-18,"Interest Paid","INTEREST PAID",Interest Income,0.03,Posted
2025-02-18,"United Wholesale Mortgage","UWM MORTGAGE     UWM MORTGA ***********7053",Mortgage & Rent,-3117.00,Posted
2025-02-18,"Pentagon Federal Transfer","PENTAGON FEDERAL TRNSFR DR  ***********4968",Transfer,-180.00,Posted
2025-02-18,"Tsa Precheck by Telos","TSA PRECHECK BY TELOS    8337771811   VA",Uncategorized,-85.00,Posted
2025-02-18,"Black Bear Diner","TST* BLACK BEAR DINER -  KATY         TX",Restaurants,-71.46,Posted
2025-02-18,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-59.34,Posted
2025-02-18,"Bubba's 33","BUBBA'S 33 #2854         KATY         TX",Restaurants,-57.74,Posted
2025-02-18,"Amazon","AMAZON MKTPL*G75OU0KN3   Amzn.com/billWA",Shopping,-57.36,Posted
2025-02-18,"Katy Food Mart","KATY FOOD MART           KATY         TX",Food & Dining,-41.41,Posted
2025-02-18,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-20.95,Posted
2025-02-18,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-20.41,Posted
2025-02-18,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2025-02-18,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-19.86,Posted
2025-02-18,"Amazon","AMAZON MKTPL*FE4IQ5SD3   Amzn.com/billWA",Shopping,-15.69,Posted
2025-02-18,"Walgreens","WALGREENS STORE 5161 FR  KATY         TX",Pharmacy,-15.10,Posted
2025-02-18,"Target","TARGET T-1908            Katy         TX",Shopping,-13.91,Posted
2025-02-18,"McDonald's","MCDONALD'S F32631        KATY         TX",Fast Food,-6.26,Posted
2025-02-18,"Amazon","AMAZON MKTPLACE PMTS     Amzn.com/billWA",Shopping,25.94,Posted
2025-02-14,"Capital One","CAPITAL ONE      TRANSFER   ***********0C58",Transfer,-420.00,Posted
2025-02-14,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0081",Credit Card Payment,-140.00,Posted
2025-02-14,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-109.16,Posted
2025-02-14,"Amazon","AMAZON MKTPL*NQ6F775V3   Amzn.com/billWA",Shopping,-40.91,Posted
2025-02-14,"H-E-B","H-E-B #797               KATY         TX",Groceries,-27.60,Posted
2025-02-14,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-22.99,Posted
2025-02-14,"Gandyink.com","GANDY INK                GANDYINK.COM TX",Clothing,-18.36,Posted
2025-02-14,"Amazon","AMAZON MKTPL*PY6H01RA3   Amzn.com/billWA",Shopping,-15.34,Posted
2025-02-14,"Humble Grounds Coff","TST*HUMBLE GROUNDS COFF  Katy         TX",Groceries,-13.52,Posted
2025-02-14,"Amazon","AMAZON MKTPL*K78ZR6K43   Amzn.com/billWA",Shopping,-10.59,Posted
2025-02-14,"Oakville Norton","OBSIDIAN.MD              OAKVILLE NORTON",Shopping,-10.10,Posted
2025-02-14,"Walgreens","WALGREENS #4078          800-289-2273 TX",Pharmacy,-5.98,Posted
2025-02-14,"Teachers Pay Teachers","TEACHERSPAYTEACHERS.COM  6465880910   CA",Business Services,-3.51,Posted
2025-02-14,"Alkami Technolog Direct Deposit","ALKAMI TECHNOLOG DIRECT DEP ***********4Y54",Paycheck,5288.07,Posted
2025-02-13,"PayPal Purchase","PAYPAL           INST XFER  ***********PHOT",Uncategorized,-135.31,Posted
2025-02-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********7537",Credit Card Payment,-110.17,Posted
2025-02-13,"Walgreens","WALGREENS STORE 5161 FR  KATY         TX",Pharmacy,-38.94,Posted
2025-02-13,"H-E-B","H-E-B #797               KATY         TX",Groceries,-30.58,Posted
2025-02-13,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
2025-02-13,"Amazon","Amazon.com*PB34R98X3     Amzn.com/billWA",Shopping,-12.98,Posted
2025-02-13,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-11.71,Posted
2025-02-13,"Pokémon Go","Google Pokemon           650-2530000  CA",Electronics & Software,-9.99,Posted
2025-02-12,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-101.35,Posted
2025-02-12,"Zelle Transfer to Ruth Obnamia","Zelle: Ruth Obnamia",Transfer,-100.00,Posted
2025-02-12,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-19.50,Posted
2025-02-12,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-19.42,Posted
2025-02-12,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-02-12,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-5.33,Posted
2025-02-12,"PayPal Transfer","PAYPAL           TRANSFER   ***********9306",Income,40.00,Posted
2025-02-12,"Defense Finance and Accounting Service","DFAS-IN  IND, IN ARMY RC    ***********4858",Paycheck,26.54,Posted
2025-02-11,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********2006",Babysitter & Daycare,-255.00,Posted
2025-02-11,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-19.00,Posted
2025-02-11,"Teachers Pay Teachers","TEACHERSPAYTEACHERS.COM  6465880910   CA",Business Services,-16.40,Posted
2025-02-11,"Etsy","ETSY  INC.               BROOKLYN     NY",Shopping,-6.50,Posted
2025-02-10,"H-E-B","H-E-B #797               KATY         TX",Groceries,-148.08,Posted
2025-02-10,"Amazon","AMAZON MKTPL*Z798O06A1   Amzn.com/billWA",Shopping,-111.66,Posted
2025-02-10,"AMC Theatres","AMC 0148 KATY MILLS 20   KATY         TX",Movies & Dvds,-105.98,Posted
2025-02-10,"Girl Scouts","GIRL SCOUTS OF THE UNIT  855-530-4467 NY",Charity,-24.00,Posted
2025-02-10,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-17.64,Posted
2025-02-10,"Amazon","Amazon.com*Z71B15RT1     Amzn.com/billWA",Shopping,-17.03,Posted
2025-02-10,"Amazon","Amazon.com*BO8VB1U23     Amzn.com/billWA",Shopping,-14.05,Posted
2025-02-10,"Amazon","Amazon.com*7R69V9KS3     Amzn.com/billWA",Shopping,-12.06,Posted
2025-02-10,"H-E-B","H-E-B #797               KATY         TX",Groceries,-6.44,Posted
2025-02-10,"Teachers Pay Teachers","TEACHERSPAYTEACHERS.COM  6465880910   CA",Business Services,-4.22,Posted
2025-02-10,"Defense Finance and Accounting Service","DFAS-IN  IND, IN ARMY RC    ***********4858",Paycheck,173.41,Posted
2025-02-07,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-12.20,Posted
2025-02-07,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-79.92,Posted
2025-02-07,"CiCi's Pizza","CICIS PIZZA 724 ARCADE   281-6937992  TX",Restaurants,-50.00,Posted
2025-02-07,"CiCi's Pizza","TIL*PL CICIS PIZZA 724   KATY         TX",Restaurants,-45.98,Posted
2025-02-07,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-13.18,Posted
2025-02-07,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,2460.70,Posted
2025-02-07,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,250.00,Posted
2025-02-06,"PayPal Purchase","PAYPAL           INST XFER  ***********IDWI",Uncategorized,-40.00,Posted
2025-02-06,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-10.00,Posted
2025-02-06,"AMC Theatres","AMC 9640 ONLINE          888-440-4262 KS",Movies & Dvds,-102.32,Posted
2025-02-06,"Amazon","AMAZON MKTPL*Z75XZ21O1   Amzn.com/billWA",Shopping,-28.49,Posted
2025-02-06,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-7.99,Posted
2025-02-06,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-6.37,Posted
2025-02-05,"CVS","CVS/PHARMACY #01 01996-  KATY         TX",Pharmacy,-62.53,Posted
